Date,Description,Amount,Category,Account
2025-01-25,Freelance income,-124.25,Unspecified,Savings
2025-01-25,Streaming service subscription,371.82,Entertainment,Unspecified
2025-01-25,Freelance income,-482.24,Salary,Checking
2025-01-25,Phone bill payment,475.76,Utilities,Savings
2025-01-25,Apartment lease payment,114.95,Rent,Credit Card
2025-01-25,Water utility payment,-259.15,Utilities,Savings
2025-01-25,Employer paycheck,-411.03,Salary,Credit Card
2025-01-25,Apartment lease payment,-15.01,Rent,Checking
2025-01-25,Concert ticket purchase,-276.0,Entertainment,Savings
2025-01-25,Restaurant dining,476.33,Entertainment,Credit Card
2025-01-25,Restaurant dining,-208.21,Entertainment,Unspecified
2025-01-25,Wages direct deposit,73.84,Salary,Checking
2025-01-25,Food market transaction,230.37,Groceries,Credit Card
2025-01-25,Movie theater tickets,-19974.0,Entertainment,Unspecified
2025-01-25,Convenience store purchase,199.43,Groceries,Credit Card
2025-01-25,Unspecified,300.11,Rent,Checking
2025-01-25,Concert ticket purchase,47.88,Rent,Credit Card
2025-01-25,Amusement park visit,235.4,Entertainment,Checking
2025-01-25,Restaurant dining,67.11,Entertainment,Credit Card
2025-01-25,Monthly rent payment,-497.0,Rent,Checking
2025-01-25,Monthly rent payment,149.04,Rent,Credit Card
2025-01-25,Apartment lease payment,-110.0,Rent,Unspecified
2025-01-25,Internet service bill,272.61,Utilities,Credit Card
2025-01-25,Amusement park visit,-429.56,Entertainment,Checking
2025-01-25,Electricity bill payment,311.87,Utilities,Savings
2025-01-25,Phone bill payment,-141.18,Utilities,Checking
2025-01-25,Grocery store purchase,392.0,Groceries,Savings
2025-01-25,Salary payment,446.28,Salary,Checking
2025-01-25,Apartment lease payment,349.42,Rent,Credit Card
2025-01-25,Apartment lease payment,-151.44,Rent,Checking
2025-01-25,Restaurant dining,488.98,Entertainment,Checking
2025-01-25,Freelance income,-134.15,Salary,Checking
2025-01-25,Supermarket shopping,54.83,Groceries,Savings
2025-01-25,Food market transaction,430.35,Groceries,Credit Card
2025-01-25,Payroll deposit,248.89,Salary,Credit Card
2025-01-25,Landlord payment,-197.05,Rent,Savings
2025-01-25,Payroll deposit,-366.74,Unspecified,Credit Card
2025-01-25,Payroll deposit,-271.0,Salary,Credit Card
2025-01-25,Electricity bill payment,349.36,Utilities,Checking
2025-01-25,Internet service bill,152.0,Utilities,Savings
2025-01-25,Movie theater tickets,-291.89,Entertainment,Checking
2025-01-25,Unspecified,-361.9,Entertainment,Credit Card
2025-01-25,Rental fee,-481.0,Rent,Savings
2025-01-25,Weekly grocery run,212.43,Groceries,Savings
2025-01-25,Wages direct deposit,-143.67,Salary,Savings
2025-01-25,Freelance income,346.0,Unspecified,Savings
2025-01-25,Electricity bill payment,-224.94,Utilities,Checking
2025-01-25,Salary payment,-226.89,Salary,Savings
2025-01-25,Wages direct deposit,98.9,Salary,Checking
2025-01-25,Water utility payment,54.48,Utilities,Savings
2025-01-25,Concert ticket purchase,228.43,Entertainment,Checking
2025-01-25,Housing rent transfer,3090.0,Unspecified,Checking
2025-01-25,Freelance income,-482.34,Salary,Checking
2025-01-25,Payroll deposit,-221.62,Salary,Checking
2025-01-25,Monthly rent payment,-93.0,Unspecified,Savings
2025-01-25,Movie theater tickets,-228.19,Rent,Credit Card
2025-01-25,Amusement park visit,-27.03,Entertainment,Checking
2025-01-25,Apartment lease payment,-22.65,Rent,Credit Card
2025-01-25,Convenience store purchase,267.0,Groceries,Credit Card
2025-01-25,Employer paycheck,-56.46,Unspecified,Savings
2025-01-25,Movie theater tickets,272.35,Rent,Savings
2025-01-25,Unspecified,435.43,Rent,Credit Card
2025-01-25,Freelance income,-339.0,Salary,Savings
2025-01-25,Gas bill payment,419.0,Utilities,Checking
2025-01-25,Restaurant dining,-476.74,Entertainment,Credit Card
2025-01-25,Weekly grocery run,142.31,Groceries,Credit Card
2025-01-25,Housing rent transfer,-182.91,Unspecified,Checking
2025-01-25,Rental fee,421.18,Rent,Savings
2025-01-25,Apartment lease payment,-322.22,Rent,Credit Card
2025-01-25,Gas bill payment,-57.74,Utilities,Credit Card
2025-01-25,Wages direct deposit,73.84,Salary,Checking
2025-01-25,Monthly rent payment,149.04,Rent,Credit Card
2025-01-25,Rental fee,53.62,Rent,Credit Card
2025-01-25,Weekly grocery run,310.47,Groceries,Credit Card
2025-01-25,Movie theater tickets,-19974.0,Entertainment,Unspecified
2025-01-25,Water utility payment,461.25,Utilities,Credit Card
2025-01-25,Phone bill payment,447.0,Utilities,Savings
2025-01-25,Payroll deposit,-18741.0,Unspecified,Savings
2025-01-25,Gas bill payment,213.61,Utilities,Credit Card
2025-01-25,Housing rent transfer,-137.0,Rent,Credit Card
2025-01-25,Payroll deposit,306.01,Salary,Checking
2025-01-25,Food market transaction,327.94,Unspecified,Savings
2025-01-25,Monthly rent payment,228.0,Rent,Checking
2025-01-25,Freelance income,267.46,Salary,Unspecified
2025-01-25,Restaurant dining,492.0,Entertainment,Credit Card
2025-01-25,Grocery store purchase,-167.0,Groceries,Checking
2025-01-25,Supermarket shopping,-11146.0,Unspecified,Checking
2025-01-25,Convenience store purchase,38.31,Groceries,Checking
2025-01-25,Food market transaction,-87.27,Groceries,Credit Card
2025-01-25,Housing rent transfer,373.81,Rent,Credit Card
2025-01-25,Phone bill payment,-254.61,Utilities,Checking
2025-01-25,Weekly grocery run,280.08,Unspecified,Credit Card
2025-01-25,Convenience store purchase,267.0,Unspecified,Savings
2025-01-25,Employer paycheck,221.08,Unspecified,Checking
2025-01-25,Grocery store purchase,330.09,Groceries,Credit Card
2025-01-25,Gas bill payment,-260.77,Utilities,Credit Card
2025-01-25,Concert ticket purchase,-468.83,Entertainment,Unspecified
2025-01-25,Salary payment,-54.69,Salary,Credit Card
2025-01-25,Salary payment,-316.25,Salary,Credit Card
2025-01-25,Housing rent transfer,33924.0,Rent,Credit Card
2025-01-25,Internet service bill,-378.62,Utilities,Credit Card
2025-01-25,Unspecified,469.25,Rent,Credit Card
2025-01-25,Electricity bill payment,-127.09,Utilities,Checking
2025-01-25,Monthly rent payment,8.68,Unspecified,Credit Card
2025-01-25,Rental fee,65.24,Rent,Checking
2025-01-25,Payroll deposit,299.86,Salary,Checking
2025-01-25,Supermarket shopping,-164.81,Groceries,Credit Card
2025-01-25,Restaurant dining,368.0,Entertainment,Credit Card
2025-01-25,Unspecified,139.38,Utilities,Checking
2025-01-25,Food market transaction,177.0,Unspecified,Checking
2025-01-25,Restaurant dining,-415.14,Entertainment,Credit Card
2025-01-25,Payroll deposit,86.7,Salary,Checking
2025-01-25,Amusement park visit,63.46,Entertainment,Checking
2025-01-25,Gas bill payment,-72.86,Utilities,Unspecified
2025-01-25,Water utility payment,-85.87,Utilities,Credit Card
2025-01-25,Landlord payment,209.89,Unspecified,Savings
2025-01-25,Supermarket shopping,-103.57,Groceries,Savings
2025-01-25,Concert ticket purchase,-248.02,Entertainment,Savings
2025-01-25,Restaurant dining,476.33,Entertainment,Credit Card
2025-01-25,Rental fee,145.3,Rent,Savings
2025-01-25,Food market transaction,-270.57,Groceries,Credit Card
2025-01-25,Landlord payment,169.22,Rent,Checking
2025-01-25,Apartment lease payment,360.0,Rent,Savings
2025-01-25,Grocery store purchase,392.0,Groceries,Savings
2025-01-25,Concert ticket purchase,459.99,Entertainment,Checking
2025-01-25,Water utility payment,-172.7,Utilities,Credit Card
2025-01-25,Food market transaction,313.0,Groceries,Savings
2025-01-25,Freelance income,-179.83,Salary,Checking
2025-01-25,Payroll deposit,162.11,Unspecified,Checking
2025-01-25,Wages direct deposit,-259.62,Unspecified,Credit Card
2025-01-25,Monthly rent payment,-432.8,Rent,Checking
2025-01-25,Movie theater tickets,-359.0,Entertainment,Savings
2025-01-25,Apartment lease payment,-446.58,Rent,Credit Card
2025-01-25,Unspecified,-7.0,Groceries,Checking
2025-01-25,Phone bill payment,-136.82,Utilities,Checking
2025-01-25,Wages direct deposit,-452.02,Salary,Credit Card
2025-01-25,Gas bill payment,172.25,Utilities,Credit Card
2025-01-25,Supermarket shopping,-304.17,Groceries,Credit Card
2025-01-25,Convenience store purchase,155.49,Groceries,Credit Card
2025-01-25,Wages direct deposit,-101.12,Salary,Credit Card
2025-01-25,Monthly rent payment,27.77,Rent,Checking
2025-01-25,Supermarket shopping,212.45,Groceries,Credit Card
2025-01-25,Phone bill payment,-89.7,Utilities,Savings
2025-01-25,Movie theater tickets,-176.82,Unspecified,Checking
2025-01-25,Payroll deposit,-108.27,Salary,Credit Card
2025-01-25,Electricity bill payment,-358.26,Unspecified,Savings
2025-01-25,Concert ticket purchase,-8.79,Entertainment,Credit Card
2025-01-25,Water utility payment,-374.26,Utilities,Savings
2025-01-25,Freelance income,146.52,Salary,Checking
2025-01-25,Amusement park visit,301.76,Entertainment,Credit Card
2025-01-26,Phone bill payment,348.91,Utilities,Unspecified
2025-01-26,Monthly rent payment,185.43,Rent,Checking
2025-01-26,Freelance income,-417.9,Unspecified,Checking
2025-01-26,Amusement park visit,280.85,Entertainment,Checking
2025-01-26,Rental fee,-43321.0,Rent,Savings
2025-01-26,Convenience store purchase,-212.08,Groceries,Credit Card
2025-01-26,Electricity bill payment,-463.91,Utilities,Checking
2025-01-26,Streaming service subscription,219.8,Entertainment,Checking
2025-01-26,Salary payment,138.0,Salary,Checking
2025-01-26,Apartment lease payment,-318.78,Rent,Savings
2025-01-26,Grocery store purchase,247.8,Groceries,Checking
2025-01-26,Rental fee,-8.61,Rent,Credit Card
2025-01-26,Apartment lease payment,425.0,Unspecified,Checking
2025-01-26,Concert ticket purchase,327.26,Entertainment,Savings
2025-01-26,Amusement park visit,111.72,Entertainment,Unspecified
2025-01-26,Salary payment,-342.0,Salary,Credit Card
2025-01-26,Convenience store purchase,0.22,Groceries,Checking
2025-01-26,Food market transaction,-396.77,Groceries,Credit Card
2025-01-26,Unspecified,-169.36,Unspecified,Credit Card
2025-01-26,Unspecified,212.4,Salary,Checking
2025-01-26,Electricity bill payment,-88.33,Utilities,Savings
2025-01-26,Water utility payment,-377.83,Utilities,Savings
2025-01-26,Weekly grocery run,-109.26,Groceries,Savings
2025-01-26,Unspecified,450.17,Groceries,Credit Card
2025-01-26,Apartment lease payment,-60.01,Rent,Credit Card
2025-01-26,Landlord payment,338.13,Rent,Checking
2025-01-26,Landlord payment,4.0,Rent,Checking
2025-01-26,Freelance income,-331.43,Salary,Credit Card
2025-01-26,Housing rent transfer,-474.0,Rent,Credit Card
2025-01-26,Convenience store purchase,-474.9,Unspecified,Checking
2025-01-26,Wages direct deposit,438.9,Salary,Credit Card
2025-01-26,Unspecified,466.06,Entertainment,Credit Card
2025-01-26,Gas bill payment,-262.47,Utilities,Savings
2025-01-26,Payroll deposit,136.4,Salary,Savings
2025-01-26,Rental fee,92.09,Rent,Savings
2025-01-26,Water utility payment,180.35,Utilities,Checking
2025-01-26,Freelance income,-401.87,Salary,Unspecified
2025-01-26,Monthly rent payment,-445.38,Rent,Savings
2025-01-26,Apartment lease payment,-33354.0,Unspecified,Credit Card
2025-01-26,Employer paycheck,-400.71,Salary,Savings
2025-01-26,Freelance income,-300.75,Salary,Unspecified
2025-01-26,Food market transaction,108.53,Unspecified,Credit Card
2025-01-26,Landlord payment,-492.13,Unspecified,Credit Card
2025-01-26,Employer paycheck,-339.21,Unspecified,Checking
2025-01-26,Monthly rent payment,189.72,Rent,Savings
2025-01-26,Monthly rent payment,-286.31,Unspecified,Checking
2025-01-26,Salary payment,34837.0,Salary,Checking
2025-01-26,Freelance income,347.52,Salary,Savings
2025-01-26,Salary payment,2312.0,Unspecified,Checking
2025-01-26,Internet service bill,-73.69,Utilities,Credit Card
2025-01-26,Unspecified,468.6,Salary,Credit Card
2025-01-26,Payroll deposit,317.16,Salary,Credit Card
2025-01-26,Employer paycheck,86.0,Salary,Savings
2025-01-26,Housing rent transfer,443.96,Rent,Savings
2025-01-26,Streaming service subscription,491.31,Entertainment,Savings
2025-01-26,Grocery store purchase,-69.0,Groceries,Savings
2025-01-26,Electricity bill payment,61.76,Utilities,Checking
2025-01-26,Rental fee,-416.18,Rent,Checking
2025-01-26,Restaurant dining,283.71,Entertainment,Savings
2025-01-26,Unspecified,466.63,Groceries,Credit Card
2025-01-26,Unspecified,212.4,Salary,Checking
2025-01-26,Landlord payment,-22.0,Unspecified,Savings
2025-01-26,Wages direct deposit,126.45,Salary,Checking
2025-01-26,Freelance income,10.14,Salary,Credit Card
2025-01-26,Salary payment,-132.16,Unspecified,Credit Card
2025-01-26,Internet service bill,-219.48,Utilities,Unspecified
2025-01-26,Salary payment,35.95,Salary,Savings
2025-01-26,Concert ticket purchase,282.4,Unspecified,Savings
2025-01-26,Freelance income,-300.75,Salary,Unspecified
2025-01-26,Concert ticket purchase,-200.0,Entertainment,Savings
2025-01-26,Restaurant dining,370.82,Entertainment,Savings
2025-01-26,Employer paycheck,378.64,Salary,Unspecified
2025-01-26,Internet service bill,-179.76,Utilities,Credit Card
2025-01-26,Phone bill payment,56.97,Utilities,Checking
2025-01-26,Phone bill payment,-127.88,Utilities,Credit Card
2025-01-26,Unspecified,450.17,Groceries,Credit Card
2025-01-26,Restaurant dining,129.75,Entertainment,Savings
2025-01-26,Employer paycheck,-189.55,Salary,Unspecified
2025-01-26,Landlord payment,-324.25,Rent,Credit Card
2025-01-26,Weekly grocery run,152.0,Groceries,Credit Card
2025-01-26,Salary payment,68.7,Salary,Checking
2025-01-26,Unspecified,31728.0,Rent,Checking
2025-01-26,Housing rent transfer,34.12,Rent,Credit Card
2025-01-26,Freelance income,398.0,Salary,Savings
2025-01-26,Restaurant dining,28531.0,Entertainment,Savings
2025-01-26,Freelance income,75.71,Salary,Savings
2025-01-26,Streaming service subscription,-128.9,Entertainment,Credit Card
2025-01-26,Rental fee,-416.18,Rent,Checking
2025-01-26,Electricity bill payment,24.0,Utilities,Checking
2025-01-26,Unspecified,-36.57,Rent,Credit Card
2025-01-26,Movie theater tickets,-9241.0,Entertainment,Credit Card
2025-01-26,Unspecified,477.76,Groceries,Checking
2025-01-26,Employer paycheck,125.47,Salary,Checking
2025-01-26,Unspecified,-36.57,Rent,Credit Card
2025-01-26,Gas bill payment,-25.1,Utilities,Checking
2025-01-26,Restaurant dining,-169.9,Rent,Credit Card
2025-01-26,Landlord payment,-465.71,Rent,Savings
2025-01-26,Housing rent transfer,-395.69,Rent,Credit Card
2025-01-26,Unspecified,-153.15,Groceries,Savings
2025-01-26,Housing rent transfer,-93.69,Rent,Savings
2025-01-26,Apartment lease payment,-198.77,Unspecified,Savings
2025-01-26,Payroll deposit,90.0,Salary,Unspecified
2025-01-26,Wages direct deposit,276.0,Salary,Checking
2025-01-26,Unspecified,193.55,Entertainment,Credit Card
2025-01-26,Food market transaction,-230.11,Groceries,Credit Card
2025-01-26,Housing rent transfer,-324.92,Rent,Savings
2025-01-26,Employer paycheck,-339.21,Unspecified,Checking
2025-01-26,Rental fee,-8.61,Rent,Credit Card
2025-01-26,Food market transaction,-25911.0,Groceries,Savings
2025-01-26,Gas bill payment,243.33,Utilities,Savings
2025-01-26,Landlord payment,4.0,Rent,Checking
2025-01-26,Freelance income,117.54,Salary,Unspecified
2025-01-26,Restaurant dining,-488.6,Entertainment,Checking
2025-01-26,Wages direct deposit,-212.88,Salary,Credit Card
2025-01-26,Movie theater tickets,95.44,Entertainment,Checking
2025-01-26,Water utility payment,-326.21,Utilities,Checking
2025-01-26,Unspecified,-103.82,Salary,Savings
2025-01-26,Payroll deposit,98.04,Salary,Savings
2025-01-26,Streaming service subscription,-199.12,Rent,Checking
2025-01-26,Amusement park visit,-308.13,Entertainment,Checking
2025-01-26,Monthly rent payment,435.01,Rent,Checking
2025-01-26,Restaurant dining,-264.67,Entertainment,Credit Card
2025-01-26,Concert ticket purchase,124.65,Rent,Credit Card
2025-01-26,Monthly rent payment,-193.0,Unspecified,Credit Card
2025-01-26,Monthly rent payment,-64.02,Rent,Savings
2025-01-26,Apartment lease payment,-149.0,Rent,Credit Card
2025-01-26,Rental fee,266.04,Unspecified,Credit Card
2025-01-26,Housing rent transfer,-395.69,Rent,Credit Card
2025-01-26,Internet service bill,446.0,Unspecified,Checking
2025-01-26,Convenience store purchase,489.54,Groceries,Savings
2025-01-26,Salary payment,5.31,Salary,Checking
2025-01-26,Landlord payment,-356.29,Rent,Savings
2025-01-26,Employer paycheck,337.72,Unspecified,Unspecified
2025-01-26,Phone bill payment,-127.88,Utilities,Credit Card
2025-01-26,Concert ticket purchase,276.78,Rent,Credit Card
2025-01-26,Freelance income,62.83,Salary,Checking
2025-01-26,Convenience store purchase,-86.95,Groceries,Credit Card
2025-01-26,Unspecified,31728.0,Rent,Checking
2025-01-26,Water utility payment,145.21,Utilities,Unspecified
2025-01-26,Convenience store purchase,75.48,Unspecified,Credit Card
2025-01-26,Unspecified,-402.32,Unspecified,Checking
2025-01-26,Weekly grocery run,-390.9,Groceries,Savings
2025-01-26,Convenience store purchase,-414.76,Groceries,Credit Card
2025-01-26,Water utility payment,74.45,Utilities,Checking
2025-01-26,Convenience store purchase,75.48,Unspecified,Credit Card
2025-01-26,Weekly grocery run,-66.82,Groceries,Savings
2025-01-26,Restaurant dining,498.53,Entertainment,Credit Card
2025-01-26,Grocery store purchase,7.6,Groceries,Checking
2025-01-26,Electricity bill payment,-476.48,Unspecified,Checking
2025-01-26,Amusement park visit,193.96,Entertainment,Savings
2025-01-26,Water utility payment,407.38,Utilities,Checking
2025-01-26,Payroll deposit,-293.91,Salary,Credit Card
2025-01-26,Food market transaction,410.71,Groceries,Savings
2025-01-26,Streaming service subscription,-34.32,Entertainment,Credit Card
2025-01-27,Supermarket shopping,-325.41,Groceries,Checking
2025-01-27,Food market transaction,121.17,Unspecified,Credit Card
2025-01-27,Salary payment,414.27,Salary,Savings
2025-01-27,Unspecified,451.41,Rent,Checking
2025-01-27,Food market transaction,-498.63,Groceries,Checking
2025-01-27,Housing rent transfer,354.21,Rent,Checking
2025-01-27,Concert ticket purchase,315.37,Rent,Credit Card
2025-01-27,Supermarket shopping,-277.0,Groceries,Savings
2025-01-27,Weekly grocery run,439.02,Groceries,Checking
2025-01-27,Grocery store purchase,-68.31,Groceries,Credit Card
2025-01-27,Concert ticket purchase,494.49,Entertainment,Credit Card
2025-01-27,Housing rent transfer,-342.79,Rent,Checking
2025-01-27,Weekly grocery run,-224.77,Groceries,Checking
2025-01-27,Electricity bill payment,-165.05,Utilities,Savings
2025-01-27,Monthly rent payment,150.51,Unspecified,Savings
2025-01-27,Amusement park visit,-373.12,Entertainment,Savings
2025-01-27,Concert ticket purchase,312.8,Entertainment,Checking
2025-01-27,Food market transaction,471.99,Groceries,Checking
2025-01-27,Salary payment,-481.19,Salary,Savings
2025-01-27,Phone bill payment,-471.62,Utilities,Checking
2025-01-27,Weekly grocery run,123.02,Groceries,Savings
2025-01-27,Restaurant dining,-85.24,Entertainment,Credit Card
2025-01-27,Apartment lease payment,-157.57,Rent,Savings
2025-01-27,Freelance income,-327.47,Unspecified,Credit Card
2025-01-27,Payroll deposit,200.19,Unspecified,Credit Card
2025-01-27,Freelance income,436.87,Salary,Checking
2025-01-27,Electricity bill payment,-11.14,Unspecified,Checking
2025-01-27,Water utility payment,106.46,Utilities,Checking
2025-01-27,Apartment lease payment,70.2,Rent,Checking
2025-01-27,Convenience store purchase,230.87,Groceries,Savings
2025-01-27,Unspecified,179.43,Entertainment,Savings
2025-01-27,Employer paycheck,343.45,Salary,Savings
2025-01-27,Water utility payment,396.55,Utilities,Savings
2025-01-27,Amusement park visit,113.17,Entertainment,Checking
2025-01-27,Food market transaction,-334.42,Groceries,Checking
2025-01-27,Landlord payment,434.72,Rent,Credit Card
2025-01-27,Salary payment,-153.72,Salary,Credit Card
2025-01-27,Grocery store purchase,-197.05,Groceries,Savings
2025-01-27,Phone bill payment,322.81,Unspecified,Unspecified
2025-01-27,Electricity bill payment,-23.99,Utilities,Savings
2025-01-27,Movie theater tickets,-182.12,Entertainment,Checking
2025-01-27,Grocery store purchase,151.59,Groceries,Credit Card
2025-01-27,Convenience store purchase,372.02,Unspecified,Checking
2025-01-27,Apartment lease payment,77.93,Rent,Credit Card
2025-01-27,Convenience store purchase,488.0,Groceries,Savings
2025-01-27,Streaming service subscription,128.57,Entertainment,Savings
2025-01-27,Payroll deposit,195.36,Unspecified,Credit Card
2025-01-27,Unspecified,-246.28,Unspecified,Credit Card
2025-01-27,Amusement park visit,63.95,Entertainment,Credit Card
2025-01-27,Salary payment,-350.44,Salary,Unspecified
2025-01-27,Supermarket shopping,-3.14,Groceries,Credit Card
2025-01-27,Grocery store purchase,128.21,Groceries,Credit Card
2025-01-27,Concert ticket purchase,244.9,Entertainment,Credit Card
2025-01-27,Gas bill payment,-430.89,Utilities,Savings
2025-01-27,Phone bill payment,341.42,Utilities,Savings
2025-01-27,Concert ticket purchase,481.23,Entertainment,Credit Card
2025-01-27,Water utility payment,-81.62,Utilities,Checking
2025-01-27,Unspecified,-85.9,Entertainment,Savings
2025-01-27,Housing rent transfer,-64.73,Rent,Savings
2025-01-27,Internet service bill,410.0,Utilities,Checking
2025-01-27,Concert ticket purchase,-338.11,Entertainment,Savings
2025-01-27,Apartment lease payment,63.38,Rent,Credit Card
2025-01-27,Unspecified,-421.0,Salary,Checking
2025-01-27,Food market transaction,306.54,Groceries,Savings
2025-01-27,Supermarket shopping,-413.47,Groceries,Savings
2025-01-27,Concert ticket purchase,399.94,Entertainment,Savings
2025-01-27,Landlord payment,218.41,Rent,Savings
2025-01-27,Rental fee,57.99,Rent,Credit Card
2025-01-27,Freelance income,489.87,Unspecified,Checking
2025-01-27,Housing rent transfer,-440.2,Rent,Credit Card
2025-01-27,Amusement park visit,63.95,Entertainment,Credit Card
2025-01-27,Convenience store purchase,-462.06,Groceries,Checking
2025-01-27,Housing rent transfer,-169.36,Rent,Checking
2025-01-27,Concert ticket purchase,-470.86,Entertainment,Credit Card
2025-01-27,Rental fee,-429.76,Rent,Savings
2025-01-27,Movie theater tickets,379.0,Entertainment,Checking
2025-01-27,Landlord payment,12338.0,Rent,Savings
2025-01-27,Streaming service subscription,239.2,Unspecified,Savings
2025-01-27,Concert ticket purchase,219.28,Unspecified,Savings
2025-01-27,Apartment lease payment,262.92,Rent,Credit Card
2025-01-27,Unspecified,-438.0,Utilities,Checking
2025-01-27,Unspecified,93.37,Unspecified,Credit Card
2025-01-27,Water utility payment,308.0,Unspecified,Savings
2025-01-27,Weekly grocery run,-188.5,Groceries,Savings
2025-01-27,Concert ticket purchase,-66.18,Rent,Checking
2025-01-27,Food market transaction,471.99,Groceries,Checking
2025-01-27,Apartment lease payment,70.2,Rent,Checking
2025-01-27,Food market transaction,311.0,Groceries,Checking
2025-01-27,Payroll deposit,209.68,Unspecified,Checking
2025-01-27,Grocery store purchase,447.14,Groceries,Checking
2025-01-27,Internet service bill,3.93,Unspecified,Checking
2025-01-27,Electricity bill payment,-23.99,Utilities,Savings
2025-01-27,Landlord payment,129.3,Rent,Checking
2025-01-27,Supermarket shopping,-473.66,Groceries,Credit Card
2025-01-27,Electricity bill payment,286.2,Utilities,Checking
2025-01-27,Wages direct deposit,257.77,Salary,Unspecified
2025-01-27,Supermarket shopping,175.59,Groceries,Checking
2025-01-27,Restaurant dining,423.7,Unspecified,Credit Card
2025-01-27,Apartment lease payment,156.85,Rent,Savings
2025-01-27,Salary payment,496.37,Salary,Savings
2025-01-27,Electricity bill payment,-31.01,Unspecified,Credit Card
2025-01-27,Restaurant dining,371.9,Entertainment,Credit Card
2025-01-27,Unspecified,-390.16,Unspecified,Checking
2025-01-27,Weekly grocery run,490.33,Groceries,Checking
2025-01-27,Internet service bill,50.0,Unspecified,Savings
2025-01-27,Water utility payment,30.84,Utilities,Checking
2025-01-27,Weekly grocery run,-315.52,Groceries,Credit Card
2025-01-27,Employer paycheck,-306.59,Salary,Credit Card
2025-01-27,Apartment lease payment,-68.22,Rent,Checking
2025-01-27,Unspecified,-266.23,Groceries,Checking
2025-01-27,Weekly grocery run,474.23,Groceries,Checking
2025-01-27,Convenience store purchase,468.0,Groceries,Credit Card
2025-01-27,Movie theater tickets,-295.0,Entertainment,Credit Card
2025-01-27,Grocery store purchase,249.56,Groceries,Credit Card
2025-01-27,Landlord payment,22.54,Rent,Credit Card
2025-01-27,Payroll deposit,374.39,Salary,Credit Card
2025-01-27,Payroll deposit,-286.0,Salary,Savings
2025-01-27,Concert ticket purchase,72.6,Entertainment,Checking
2025-01-27,Concert ticket purchase,331.42,Entertainment,Checking
2025-01-27,Food market transaction,41187.0,Groceries,Credit Card
2025-01-27,Electricity bill payment,-304.15,Utilities,Unspecified
2025-01-27,Restaurant dining,198.79,Entertainment,Savings
2025-01-27,Grocery store purchase,-378.14,Groceries,Checking
2025-01-27,Streaming service subscription,226.31,Unspecified,Savings
2025-01-27,Monthly rent payment,-69.09,Rent,Savings
2025-01-27,Housing rent transfer,144.0,Rent,Savings
2025-01-27,Phone bill payment,491.59,Utilities,Checking
2025-01-27,Streaming service subscription,-254.92,Unspecified,Savings
2025-01-27,Employer paycheck,393.58,Salary,Credit Card
2025-01-27,Salary payment,-481.19,Salary,Savings
2025-01-27,Restaurant dining,488.36,Entertainment,Savings
2025-01-27,Monthly rent payment,-219.5,Unspecified,Savings
2025-01-27,Internet service bill,236.77,Utilities,Savings
2025-01-27,Supermarket shopping,147.77,Groceries,Checking
2025-01-27,Gas bill payment,495.97,Utilities,Savings
2025-01-27,Payroll deposit,150.44,Salary,Credit Card
2025-01-27,Employer paycheck,37161.0,Salary,Checking
2025-01-27,Concert ticket purchase,-354.75,Entertainment,Checking
2025-01-27,Food market transaction,-39.32,Groceries,Credit Card
2025-01-27,Freelance income,59.1,Salary,Checking
2025-01-27,Housing rent transfer,6.25,Rent,Credit Card
2025-01-27,Internet service bill,-337.53,Utilities,Credit Card
2025-01-27,Payroll deposit,57.07,Salary,Credit Card
2025-01-27,Electricity bill payment,-93.85,Unspecified,Savings
2025-01-27,Movie theater tickets,-122.78,Entertainment,Checking
2025-01-27,Salary payment,496.37,Salary,Savings
2025-01-27,Water utility payment,296.87,Utilities,Credit Card
2025-01-27,Housing rent transfer,308.0,Rent,Credit Card
2025-01-27,Wages direct deposit,129.56,Salary,Savings
2025-01-27,Restaurant dining,285.95,Entertainment,Savings
2025-01-27,Rental fee,-19775.0,Rent,Savings
2025-01-27,Gas bill payment,-254.82,Utilities,Credit Card
2025-01-27,Grocery store purchase,128.21,Groceries,Credit Card
2025-01-27,Phone bill payment,248.81,Utilities,Checking
2025-01-27,Water utility payment,-29.68,Unspecified,Savings
2025-01-27,Apartment lease payment,-167.67,Unspecified,Savings
2025-01-27,Monthly rent payment,-46.0,Rent,Savings
2025-01-27,Freelance income,-257.6,Unspecified,Credit Card
2025-01-27,Electricity bill payment,-822.53,Utilities,Savings
2025-01-27,Freelance income,-460.57,Salary,Checking
2025-01-27,Convenience store purchase,-284.59,Groceries,Savings
2025-01-27,Rental fee,115.3,Rent,Credit Card
2025-01-27,Rental fee,8.77,Rent,Checking
2025-01-27,Employer paycheck,437.0,Salary,Credit Card
2025-01-27,Monthly rent payment,-157.61,Rent,Savings
2025-01-27,Housing rent transfer,411.46,Rent,Savings
2025-01-27,Concert ticket purchase,26.12,Entertainment,Savings
2025-01-27,Amusement park visit,-131.71,Entertainment,Credit Card
2025-01-27,Monthly rent payment,243.94,Rent,Checking
2025-01-27,Supermarket shopping,89.87,Groceries,Checking
2025-01-27,Amusement park visit,-299.24,Entertainment,Unspecified
2025-01-27,Salary payment,-83.9,Salary,Credit Card
2025-01-27,Restaurant dining,-408.35,Entertainment,Checking
2025-01-27,Restaurant dining,-2.0,Entertainment,Savings
2025-01-27,Amusement park visit,417.78,Unspecified,Credit Card
